race_date,place_code,race_no,bet_type,bet_name,kumi_ban,payout,popularity
2026-03-26,23,7,SH2,二車複,1=7,950,2
2026-03-26,23,7,ST2,二車単,1-7,2640,8
2026-03-26,23,7,RH3,三連複,1=4=7,370,2
2026-03-26,23,7,RT3,三連単,1-7-4,4030,8
2026-03-26,23,7,W,ワイド,1=7,290,7
2026-03-26,23,7,W,ワイド,1=4,110,1
2026-03-26,23,7,W,ワイド,4=7,260,5
2026-03-26,23,8,SH2,二車複,4=7,1380,6
2026-03-26,23,8,ST2,二車単,4-7,4200,12
2026-03-26,23,8,RH3,三連複,2=4=7,1430,6
2026-03-26,23,8,RT3,三連単,4-7-2,16860,53
2026-03-26,23,8,W,ワイド,4=7,570,7
2026-03-26,23,8,W,ワイド,2=4,910,13
2026-03-26,23,8,W,ワイド,2=7,280,5
2026-03-26,23,9,SH2,二車複,3=5,1160,4
2026-03-26,23,9,ST2,二車単,3-5,1400,5
2026-03-26,23,9,RH3,三連複,2=3=5,3730,13
2026-03-26,23,9,RT3,三連単,3-5-2,7590,26
2026-03-26,23,9,W,ワイド,3=5,590,7
2026-03-26,23,9,W,ワイド,2=3,1090,13
2026-03-26,23,9,W,ワイド,2=5,1180,15
2026-03-26,23,10,SH2,二車複,1=2,180,1
2026-03-26,23,10,ST2,二車単,1-2,220,1
2026-03-26,23,10,RH3,三連複,1=2=4,210,1
2026-03-26,23,10,RT3,三連単,1-2-4,490,1
2026-03-26,23,10,W,ワイド,1=2,100,1
2026-03-26,23,10,W,ワイド,1=4,150,2
2026-03-26,23,10,W,ワイド,2=4,180,4
2026-03-26,23,11,SH2,二車複,2=5,590,3
2026-03-26,23,11,ST2,二車単,5-2,2470,11
2026-03-26,23,11,RH3,三連複,2=4=5,3370,13
2026-03-26,23,11,RT3,三連単,5-2-4,17360,61
2026-03-26,23,11,W,ワイド,2=5,210,3
2026-03-26,23,11,W,ワイド,4=5,900,14
2026-03-26,23,11,W,ワイド,2=4,430,8
2026-03-26,23,12,SH2,二車複,3=7,180,1
2026-03-26,23,12,ST2,二車単,3-7,250,1
2026-03-26,23,12,RH3,三連複,3=4=7,350,2
2026-03-26,23,12,RT3,三連単,3-7-4,590,1
2026-03-26,23,12,W,ワイド,3=7,120,1
2026-03-26,23,12,W,ワイド,3=4,180,2
2026-03-26,23,12,W,ワイド,4=7,280,6
2026-03-26,36,1,SH2,二車複,2=4,330,2
2026-03-26,36,1,ST2,二車単,4-2,570,3
2026-03-26,36,1,RH3,三連複,2=4=6,850,4
2026-03-26,36,1,RT3,三連単,4-2-6,1430,3
2026-03-26,36,1,W,ワイド,2=4,190,1
2026-03-26,36,1,W,ワイド,4=6,310,6
2026-03-26,36,1,W,ワイド,2=6,760,11
2026-03-26,36,2,SH2,二車複,5=7,5090,13
2026-03-26,36,2,ST2,二車単,7-5,14610,30
2026-03-26,36,2,RH3,三連複,1=5=7,12560,23
2026-03-26,36,2,RT3,三連単,7-5-1,117910,145
2026-03-26,36,2,W,ワイド,5=7,1270,15
2026-03-26,36,2,W,ワイド,1=7,1330,16
2026-03-26,36,2,W,ワイド,1=5,1000,13
2026-03-26,36,3,SH2,二車複,1=3,1160,3
2026-03-26,36,3,ST2,二車単,1-3,1870,5
2026-03-26,36,3,RH3,三連複,1=3=6,4670,16
2026-03-26,36,3,RT3,三連単,1-3-6,12440,40
2026-03-26,36,3,W,ワイド,1=3,290,2
2026-03-26,36,3,W,ワイド,1=6,520,6
2026-03-26,36,3,W,ワイド,3=6,1470,17
2026-03-26,36,4,SH2,二車複,5=7,180,1
2026-03-26,36,4,ST2,二車単,5-7,230,1
2026-03-26,36,4,RH3,三連複,4=5=7,1330,4
2026-03-26,36,4,RT3,三連単,5-7-4,2620,8
2026-03-26,36,4,W,ワイド,5=7,140,1
2026-03-26,36,4,W,ワイド,4=5,240,4
2026-03-26,36,4,W,ワイド,4=7,1070,11
2026-03-26,36,5,SH2,二車複,1=4,100,1
2026-03-26,36,5,ST2,二車単,4-1,230,2
2026-03-26,36,5,RH3,三連複,1=4=6,170,1
2026-03-26,36,5,RT3,三連単,4-1-6,420,2
2026-03-26,36,5,W,ワイド,1=4,100,1
2026-03-26,36,5,W,ワイド,4=6,170,2
2026-03-26,36,5,W,ワイド,1=6,170,3
2026-03-26,36,6,SH2,二車複,5=7,1390,3
2026-03-26,36,6,ST2,二車単,7-5,2240,4
2026-03-26,36,6,RH3,三連複,4=5=7,580,2
2026-03-26,36,6,RT3,三連単,7-5-4,4670,9
2026-03-26,36,6,W,ワイド,5=7,370,8
2026-03-26,36,6,W,ワイド,4=7,130,1
2026-03-26,36,6,W,ワイド,4=5,400,9
2026-03-26,36,7,SH2,二車複,1=4,150,1
2026-03-26,36,7,ST2,二車単,4-1,170,1
2026-03-26,36,7,RH3,三連複,1=2=4,250,1
2026-03-26,36,7,RT3,三連単,4-1-2,630,2
2026-03-26,36,7,W,ワイド,1=4,110,1
2026-03-26,36,7,W,ワイド,2=4,130,2
2026-03-26,36,7,W,ワイド,1=2,200,4
2026-03-26,36,8,SH2,二車複,5=7,2720,6
2026-03-26,36,8,ST2,二車単,5-7,3200,11
2026-03-26,36,8,RH3,三連複,2=5=7,440,2
2026-03-26,36,8,RT3,三連単,5-7-2,7310,22
2026-03-26,36,8,W,ワイド,5=7,310,7
2026-03-26,36,8,W,ワイド,2=5,110,1
2026-03-26,36,8,W,ワイド,2=7,190,2
2026-03-26,36,9,SH2,二車複,4=6,860,3
2026-03-26,36,9,ST2,二車単,4-6,2130,4
2026-03-26,36,9,RH3,三連複,1=4=6,1800,5
2026-03-26,36,9,RT3,三連単,4-6-1,7220,15
2026-03-26,36,9,W,ワイド,4=6,550,7
2026-03-26,36,9,W,ワイド,1=4,610,11
2026-03-26,36,9,W,ワイド,1=6,520,5
2026-03-26,36,10,SH2,二車複,2=7,140,1
2026-03-26,36,10,ST2,二車単,7-2,310,2
2026-03-26,36,10,RH3,三連複,2=5=7,250,1
2026-03-26,36,10,RT3,三連単,7-2-5,880,3
2026-03-26,36,10,W,ワイド,2=7,100,1
2026-03-26,36,10,W,ワイド,5=7,260,6
2026-03-26,36,10,W,ワイド,2=5,250,3
2026-03-26,36,11,SH2,二車複,3=5,640,2
2026-03-26,36,11,ST2,二車単,3-5,650,2
2026-03-26,36,11,RH3,三連複,3=5=6,1590,7
2026-03-26,36,11,RT3,三連単,3-5-6,5050,15
2026-03-26,36,11,W,ワイド,3=5,260,3
2026-03-26,36,11,W,ワイド,3=6,230,2
2026-03-26,36,11,W,ワイド,5=6,670,10
2026-03-26,61,1,SH2,二車複,2=7,200,1
2026-03-26,61,1,ST2,二車単,7-2,1350,5
2026-03-26,61,1,RH3,三連複,1=2=7,420,2
2026-03-26,61,1,RT3,三連単,7-2-1,5080,14
2026-03-26,61,1,W,ワイド,2=7,130,2
2026-03-26,61,1,W,ワイド,1=7,310,8
2026-03-26,61,1,W,ワイド,1=2,120,1
2026-03-26,61,2,SH2,二車複,3=7,5770,8
2026-03-26,61,2,ST2,二車単,7-3,11370,19
2026-03-26,61,2,RH3,三連複,3=5=7,25850,25
2026-03-26,61,2,RT3,三連単,7-3-5,285020,154
2026-03-26,61,2,W,ワイド,3=7,820,8
2026-03-26,61,2,W,ワイド,5=7,3350,18
2026-03-26,61,2,W,ワイド,3=5,6370,21
2026-03-26,61,3,SH2,二車複,2=7,170,1
2026-03-26,61,3,ST2,二車単,7-2,210,1
2026-03-26,61,3,RH3,三連複,2=5=7,480,2
2026-03-26,61,3,RT3,三連単,7-2-5,700,2
2026-03-26,61,3,W,ワイド,2=7,100,1
2026-03-26,61,3,W,ワイド,5=7,120,2
2026-03-26,61,3,W,ワイド,2=5,410,7
2026-03-26,61,4,SH2,二車複,3=5,140,1
2026-03-26,61,4,ST2,二車単,3-5,220,1
2026-03-26,61,4,RH3,三連複,1=3=5,1390,4
2026-03-26,61,4,RT3,三連単,3-5-1,2660,8
2026-03-26,61,4,W,ワイド,3=5,120,1
2026-03-26,61,4,W,ワイド,1=3,560,8
2026-03-26,61,4,W,ワイド,1=5,720,10
2026-03-26,61,5,SH2,二車複,1=2,410,3
2026-03-26,61,5,ST2,二車単,2-1,720,4
2026-03-26,61,5,RH3,三連複,1=2=5,130,1
2026-03-26,61,5,RT3,三連単,2-1-5,1180,4
2026-03-26,61,5,W,ワイド,1=2,100,2
2026-03-26,61,5,W,ワイド,2=5,100,1
2026-03-26,61,5,W,ワイド,1=5,110,3
2026-03-26,61,6,SH2,二車複,4=7,1640,4
2026-03-26,61,6,ST2,二車単,7-4,1950,5
2026-03-26,61,6,RH3,三連複,2=4=7,2130,6
2026-03-26,61,6,RT3,三連単,7-4-2,6660,18
2026-03-26,61,6,W,ワイド,4=7,430,6
2026-03-26,61,6,W,ワイド,2=7,170,2
2026-03-26,61,6,W,ワイド,2=4,2430,13
2026-03-26,61,7,SH2,二車複,1=5,420,1
2026-03-26,61,7,ST2,二車単,1-5,700,2
2026-03-26,61,7,RH3,三連複,1=5=7,500,2
2026-03-26,61,7,RT3,三連単,1-5-7,1700,3
2026-03-26,61,7,W,ワイド,1=5,200,2
2026-03-26,61,7,W,ワイド,1=7,310,7
2026-03-26,61,7,W,ワイド,5=7,210,3
2026-03-26,61,8,SH2,二車複,1=7,130,1
2026-03-26,61,8,ST2,二車単,1-7,200,1
2026-03-26,61,8,RH3,三連複,1=5=7,740,4
2026-03-26,61,8,RT3,三連単,1-7-5,1440,5
2026-03-26,61,8,W,ワイド,1=7,110,1
2026-03-26,61,8,W,ワイド,1=5,350,5
2026-03-26,61,8,W,ワイド,5=7,550,7
2026-03-26,61,9,SH2,二車複,1=7,330,2
2026-03-26,61,9,ST2,二車単,1-7,410,2
2026-03-26,61,9,RH3,三連複,1=3=7,340,1
2026-03-26,61,9,RT3,三連単,1-7-3,640,2
2026-03-26,61,9,W,ワイド,1=7,150,1
2026-03-26,61,9,W,ワイド,1=3,160,3
2026-03-26,61,9,W,ワイド,3=7,290,5
2026-03-26,61,10,SH2,二車複,1=5,100,1
2026-03-26,61,10,ST2,二車単,5-1,120,1
2026-03-26,61,10,RH3,三連複,1=3=5,130,1
2026-03-26,61,10,RT3,三連単,5-1-3,180,1
2026-03-26,61,10,W,ワイド,1=5,100,1
2026-03-26,61,10,W,ワイド,3=5,110,3
2026-03-26,61,10,W,ワイド,1=3,110,2
2026-03-26,61,11,SH2,二車複,2=4,460,2
2026-03-26,61,11,ST2,二車単,2-4,580,2
2026-03-26,61,11,RH3,三連複,2=4=7,220,1
2026-03-26,61,11,RT3,三連単,2-4-7,880,2
2026-03-26,61,11,W,ワイド,2=4,150,2
2026-03-26,61,11,W,ワイド,2=7,110,1
2026-03-26,61,11,W,ワイド,4=7,210,3
2026-03-26,74,1,SH2,二車複,2=5,940,2
2026-03-26,74,1,ST2,二車単,2-5,1990,5
2026-03-26,74,1,RH3,三連複,1=2=5,1210,5
2026-03-26,74,1,RT3,三連単,2-5-1,6770,17
2026-03-26,74,1,W,ワイド,2=5,380,6
2026-03-26,74,1,W,ワイド,1=2,350,3
2026-03-26,74,1,W,ワイド,1=5,290,2
2026-03-26,74,2,SH2,二車複,1=5,270,1
2026-03-26,74,2,ST2,二車単,5-1,580,1
2026-03-26,74,2,RH3,三連複,1=2=5,390,1
2026-03-26,74,2,RT3,三連単,5-1-2,1490,2
2026-03-26,74,2,W,ワイド,1=5,130,2
2026-03-26,74,2,W,ワイド,2=5,130,1
2026-03-26,74,2,W,ワイド,1=2,230,5
2026-03-26,74,3,SH2,二車複,1=4,130,1
2026-03-26,74,3,ST2,二車単,1-4,200,1
2026-03-26,74,3,RH3,三連複,1=4=7,230,1
2026-03-26,74,3,RT3,三連単,1-4-7,390,1
2026-03-26,74,3,W,ワイド,1=4,100,1
2026-03-26,74,3,W,ワイド,1=7,200,3
2026-03-26,74,3,W,ワイド,4=7,190,2
2026-03-26,74,4,SH2,二車複,2=6,3230,9
2026-03-26,74,4,ST2,二車単,6-2,8850,19
2026-03-26,74,4,RH3,三連複,2=5=6,16780,30
2026-03-26,74,4,RT3,三連単,6-2-5,67880,106
2026-03-26,74,4,W,ワイド,2=6,1920,13
2026-03-26,74,4,W,ワイド,5=6,3010,18
2026-03-26,74,4,W,ワイド,2=5,2500,16
2026-03-26,74,5,SH2,二車複,3=7,630,3
2026-03-26,74,5,ST2,二車単,7-3,1250,4
2026-03-26,74,5,RH3,三連複,3=5=7,640,2
2026-03-26,74,5,RT3,三連単,7-3-5,2820,8
2026-03-26,74,5,W,ワイド,3=7,260,3
2026-03-26,74,5,W,ワイド,5=7,140,1
2026-03-26,74,5,W,ワイド,3=5,500,8
2026-03-26,74,6,SH2,二車複,1=4,200,1
2026-03-26,74,6,ST2,二車単,1-4,550,2
2026-03-26,74,6,RH3,三連複,1=3=4,490,1
2026-03-26,74,6,RT3,三連単,1-4-3,1830,5
2026-03-26,74,6,W,ワイド,1=4,120,1
2026-03-26,74,6,W,ワイド,1=3,390,7
2026-03-26,74,6,W,ワイド,3=4,200,2
2026-03-26,74,7,SH2,二車複,3=5,310,1
2026-03-26,74,7,ST2,二車単,5-3,570,1
2026-03-26,74,7,RH3,三連複,1=3=5,1540,6
2026-03-26,74,7,RT3,三連単,5-3-1,5010,13
2026-03-26,74,7,W,ワイド,3=5,220,2
2026-03-26,74,7,W,ワイド,1=5,360,5
2026-03-26,74,7,W,ワイド,1=3,690,12
2026-03-27,36,1,SH2,二車複,1=5,140,1
2026-03-27,36,1,ST2,二車単,5-1,220,1
2026-03-27,36,1,RH3,三連複,1=3=5,190,1
2026-03-27,36,1,RT3,三連単,5-1-3,390,1
2026-03-27,36,1,W,ワイド,1=5,100,1
2026-03-27,36,1,W,ワイド,3=5,150,2
2026-03-27,36,1,W,ワイド,1=3,210,6
2026-03-27,36,2,SH2,二車複,3=4,1720,5
2026-03-27,36,2,ST2,二車単,3-4,2840,7
2026-03-27,36,2,RH3,三連複,2=3=4,890,3
2026-03-27,36,2,RT3,三連単,3-4-2,8050,21
2026-03-27,36,2,W,ワイド,3=4,310,5
2026-03-27,36,2,W,ワイド,2=3,160,2
2026-03-27,36,2,W,ワイド,2=4,260,4
2026-03-27,36,3,SH2,二車複,3=5,480,2
2026-03-27,36,3,ST2,二車単,5-3,880,2
2026-03-27,36,3,RH3,三連複,1=3=5,640,2
2026-03-27,36,3,RT3,三連単,5-3-1,3140,9
2026-03-27,36,3,W,ワイド,3=5,200,3
2026-03-27,36,3,W,ワイド,1=5,190,1
2026-03-27,36,3,W,ワイド,1=3,330,6
2026-03-27,36,4,SH2,二車複,3=5,140,1
2026-03-27,36,4,ST2,二車単,5-3,170,1
2026-03-27,36,4,RH3,三連複,3=5=6,240,1
2026-03-27,36,4,RT3,三連単,5-3-6,360,1
2026-03-27,36,4,W,ワイド,3=5,100,1
2026-03-27,36,4,W,ワイド,5=6,240,4
2026-03-27,36,4,W,ワイド,3=6,250,5
2026-03-27,36,5,SH2,二車複,1=3,110,1
2026-03-27,36,5,ST2,二車単,1-3,260,2
2026-03-27,36,5,RH3,三連複,1=3=7,890,3
2026-03-27,36,5,RT3,三連単,1-3-7,2010,5
2026-03-27,36,5,W,ワイド,1=3,120,1
2026-03-27,36,5,W,ワイド,1=7,460,8
2026-03-27,36,5,W,ワイド,3=7,610,10
2026-03-27,36,6,SH2,二車複,3=4,770,4
2026-03-27,36,6,ST2,二車単,4-3,2040,11
2026-03-27,36,6,RH3,三連複,3=4=6,2650,12
2026-03-27,36,6,RT3,三連単,4-3-6,14430,54
2026-03-27,36,6,W,ワイド,3=4,350,6
2026-03-27,36,6,W,ワイド,4=6,590,12
2026-03-27,36,6,W,ワイド,3=6,310,4
2026-03-27,36,7,SH2,二車複,2=7,160,1
2026-03-27,36,7,ST2,二車単,2-7,300,2
2026-03-27,36,7,RH3,三連複,2=4=7,180,1
2026-03-27,36,7,RT3,三連単,2-7-4,510,2
2026-03-27,36,7,W,ワイド,2=7,110,1
2026-03-27,36,7,W,ワイド,2=4,150,3
2026-03-27,36,7,W,ワイド,4=7,110,2
2026-03-27,36,8,SH2,二車複,2=5,1690,6
2026-03-27,36,8,ST2,二車単,5-2,11250,26
2026-03-27,36,8,RH3,三連複,2=3=5,3190,10
2026-03-27,36,8,RT3,三連単,5-2-3,68930,126
2026-03-27,36,8,W,ワイド,2=5,610,9
2026-03-27,36,8,W,ワイド,3=5,1320,13
2026-03-27,36,8,W,ワイド,2=3,300,2
2026-03-27,36,9,SH2,二車複,2=7,1590,5
2026-03-27,36,9,ST2,二車単,2-7,2950,11
2026-03-27,36,9,RH3,三連複,2=5=7,3520,11
2026-03-27,36,9,RT3,三連単,2-7-5,15590,44
2026-03-27,36,9,W,ワイド,2=7,870,12
2026-03-27,36,9,W,ワイド,2=5,1190,14
2026-03-27,36,9,W,ワイド,5=7,1600,16
2026-03-27,36,10,SH2,二車複,3=7,1120,4
2026-03-27,36,10,ST2,二車単,3-7,2140,7
2026-03-27,36,10,RH3,三連複,3=4=7,1320,6
2026-03-27,36,10,RT3,三連単,3-7-4,7330,23
2026-03-27,36,10,W,ワイド,3=7,360,3
2026-03-27,36,10,W,ワイド,3=4,410,5
2026-03-27,36,10,W,ワイド,4=7,850,12
2026-03-27,36,11,SH2,二車複,1=5,710,2
2026-03-27,36,11,ST2,二車単,1-5,790,3
2026-03-27,36,11,RH3,三連複,1=2=5,3870,8
2026-03-27,36,11,RT3,三連単,1-5-2,6100,15
2026-03-27,36,11,W,ワイド,1=5,430,6
2026-03-27,36,11,W,ワイド,1=2,700,9
2026-03-27,36,11,W,ワイド,2=5,1590,13
2026-03-27,42,1,SH2,二車複,2=6,1830,7
2026-03-27,42,1,ST2,二車単,2-6,3690,13
2026-03-27,42,1,RH3,三連複,1=2=6,1450,5
2026-03-27,42,1,RT3,三連単,2-6-1,12690,46
2026-03-27,42,1,W,ワイド,2=6,540,8
2026-03-27,42,1,W,ワイド,1=2,150,1
2026-03-27,42,1,W,ワイド,1=6,510,7
2026-03-27,42,2,SH2,二車複,2=3,830,4
2026-03-27,42,2,ST2,二車単,3-2,1110,4
2026-03-27,42,2,RH3,三連複,2=3=5,2620,11
2026-03-27,42,2,RT3,三連単,3-2-5,5950,18
2026-03-27,42,2,W,ワイド,2=3,210,2
2026-03-27,42,2,W,ワイド,3=5,630,9
2026-03-27,42,2,W,ワイド,2=5,1600,19
2026-03-27,42,3,SH2,二車複,2=7,1460,3
2026-03-27,42,3,ST2,二車単,7-2,4770,17
2026-03-27,42,3,RH3,三連複,2=4=7,2550,8
2026-03-27,42,3,RT3,三連単,7-2-4,17100,44
2026-03-27,42,3,W,ワイド,2=7,530,7
2026-03-27,42,3,W,ワイド,4=7,700,11
2026-03-27,42,3,W,ワイド,2=4,690,10
2026-03-27,42,4,SH2,二車複,1=6,290,2
2026-03-27,42,4,ST2,二車単,1-6,400,2
2026-03-27,42,4,RH3,三連複,1=2=6,220,1
2026-03-27,42,4,RT3,三連単,1-6-2,610,1
2026-03-27,42,4,W,ワイド,1=6,170,2
2026-03-27,42,4,W,ワイド,1=2,100,1
2026-03-27,42,4,W,ワイド,2=6,190,3
2026-03-27,42,5,SH2,二車複,1=3,1810,5
2026-03-27,42,5,ST2,二車単,3-1,3220,9
2026-03-27,42,5,RH3,三連複,1=2=3,1230,4
2026-03-27,42,5,RT3,三連単,3-1-2,9950,26
2026-03-27,42,5,W,ワイド,1=3,800,10
2026-03-27,42,5,W,ワイド,2=3,310,3
2026-03-27,42,5,W,ワイド,1=2,370,5
2026-03-27,42,6,SH2,二車複,1=2,190,1
2026-03-27,42,6,ST2,二車単,1-2,160,1
2026-03-27,42,6,RH3,三連複,1=2=5,690,3
2026-03-27,42,6,RT3,三連単,1-2-5,1090,4
2026-03-27,42,6,W,ワイド,1=2,100,1
2026-03-27,42,6,W,ワイド,1=5,260,5
2026-03-27,42,6,W,ワイド,2=5,670,9
2026-03-27,42,7,SH2,二車複,1=4,320,1
2026-03-27,42,7,ST2,二車単,1-4,510,2
2026-03-27,42,7,RH3,三連複,1=2=4,720,3
2026-03-27,42,7,RT3,三連単,1-4-2,1910,4
2026-03-27,42,7,W,ワイド,1=4,210,3
2026-03-27,42,7,W,ワイド,1=2,190,2
2026-03-27,42,7,W,ワイド,2=4,340,4
2026-03-27,44,1,SH2,二車複,2=4,390,3
2026-03-27,44,1,ST2,二車単,2-4,460,1
2026-03-27,44,1,RH3,三連複,1=2=4,730,3
2026-03-27,44,1,RT3,三連単,2-4-1,1790,3
2026-03-27,44,1,W,ワイド,2=4,220,4
2026-03-27,44,1,W,ワイド,1=2,200,3
2026-03-27,44,1,W,ワイド,1=4,280,5
2026-03-27,44,2,SH2,二車複,3=6,5980,15
2026-03-27,44,2,ST2,二車単,3-6,6830,21
2026-03-27,44,2,RH3,三連複,1=3=6,1920,8
2026-03-27,44,2,RT3,三連単,3-6-1,16580,62
2026-03-27,44,2,W,ワイド,3=6,1280,15
2026-03-27,44,2,W,ワイド,1=3,440,7
2026-03-27,44,2,W,ワイド,1=6,670,11
2026-03-27,44,3,SH2,二車複,1=3,1340,5
2026-03-27,44,3,ST2,二車単,3-1,1900,7
2026-03-27,44,3,RH3,三連複,1=3=4,3840,13
2026-03-27,44,3,RT3,三連単,3-1-4,12950,48
2026-03-27,44,3,W,ワイド,1=3,440,6
2026-03-27,44,3,W,ワイド,3=4,340,4
2026-03-27,44,3,W,ワイド,1=4,970,13
2026-03-27,44,4,SH2,二車複,3=5,470,2
2026-03-27,44,4,ST2,二車単,5-3,1270,4
2026-03-27,44,4,RH3,三連複,3=5=6,4740,14
2026-03-27,44,4,RT3,三連単,5-3-6,8630,26
2026-03-27,44,4,W,ワイド,3=5,340,4
2026-03-27,44,4,W,ワイド,5=6,1510,18
2026-03-27,44,4,W,ワイド,3=6,2180,19
2026-03-27,44,5,SH2,二車複,3=4,220,1
2026-03-27,44,5,ST2,二車単,4-3,560,2
2026-03-27,44,5,RH3,三連複,3=4=5,320,1
2026-03-27,44,5,RT3,三連単,4-3-5,1160,3
2026-03-27,44,5,W,ワイド,3=4,140,1
2026-03-27,44,5,W,ワイド,4=5,300,5
2026-03-27,44,5,W,ワイド,3=5,190,3
2026-03-27,44,6,SH2,二車複,1=7,4480,13
2026-03-27,44,6,ST2,二車単,1-7,7540,23
2026-03-27,44,6,RH3,三連複,1=4=7,1340,4
2026-03-27,44,6,RT3,三連単,1-7-4,22540,82
2026-03-27,44,6,W,ワイド,1=7,790,15
2026-03-27,44,6,W,ワイド,1=4,240,2
2026-03-27,44,6,W,ワイド,4=7,260,3
2026-03-27,44,7,SH2,二車複,5=6,1030,5
2026-03-27,44,7,ST2,二車単,5-6,1980,7
2026-03-27,44,7,RH3,三連複,2=5=6,810,3
2026-03-27,44,7,RT3,三連単,5-6-2,3110,9
2026-03-27,44,7,W,ワイド,5=6,510,8
2026-03-27,44,7,W,ワイド,2=5,360,4
2026-03-27,44,7,W,ワイド,2=6,660,9
2026-03-27,44,8,SH2,二車複,1=7,700,4
2026-03-27,44,8,ST2,二車単,7-1,1080,2
2026-03-27,44,8,RH3,三連複,1=6=7,930,3
2026-03-27,44,8,RT3,三連単,7-1-6,1840,3
2026-03-27,44,8,W,ワイド,1=7,380,7
2026-03-27,44,8,W,ワイド,6=7,350,4
2026-03-27,44,8,W,ワイド,1=6,970,15
2026-03-27,44,9,SH2,二車複,1=4,1400,5
2026-03-27,44,9,ST2,二車単,4-1,3360,11
2026-03-27,44,9,RH3,三連複,1=4=7,1260,4
2026-03-27,44,9,RT3,三連単,4-1-7,12320,35
2026-03-27,44,9,W,ワイド,1=4,450,8
2026-03-27,44,9,W,ワイド,4=7,660,10
2026-03-27,44,9,W,ワイド,1=7,350,4
2026-03-27,44,10,SH2,二車複,2=6,210,1
2026-03-27,44,10,ST2,二車単,2-6,740,2
2026-03-27,44,10,RH3,三連複,1=2=6,300,1
2026-03-27,44,10,RT3,三連単,2-6-1,1570,3
2026-03-27,44,10,W,ワイド,2=6,140,1
2026-03-27,44,10,W,ワイド,1=2,180,3
2026-03-27,44,10,W,ワイド,1=6,150,2
2026-03-27,44,11,SH2,二車複,3=5,1210,6
2026-03-27,44,11,ST2,二車単,3-5,4430,18
2026-03-27,44,11,RH3,三連複,3=5=7,600,1
2026-03-27,44,11,RT3,三連単,3-5-7,10010,40
2026-03-27,44,11,W,ワイド,3=5,270,3
2026-03-27,44,11,W,ワイド,3=7,290,4
2026-03-27,44,11,W,ワイド,5=7,230,2
2026-03-27,44,12,SH2,二車複,3=7,1900,8
2026-03-27,44,12,ST2,二車単,3-7,4720,20
2026-03-27,44,12,RH3,三連複,2=3=7,2140,7
2026-03-27,44,12,RT3,三連単,3-7-2,19190,74
2026-03-27,44,12,W,ワイド,3=7,670,8
2026-03-27,44,12,W,ワイド,2=3,520,6
2026-03-27,44,12,W,ワイド,2=7,560,7
2026-03-27,61,1,SH2,二車複,1=7,2070,4
2026-03-27,61,1,ST2,二車単,7-1,2750,7
2026-03-27,61,1,RH3,三連複,1=4=7,9060,16
2026-03-27,61,1,RT3,三連単,7-1-4,15720,33
2026-03-27,61,1,W,ワイド,1=7,500,8
2026-03-27,61,1,W,ワイド,4=7,430,4
2026-03-27,61,1,W,ワイド,1=4,7580,20
2026-03-27,61,2,SH2,二車複,3=4,2630,9
2026-03-27,61,2,ST2,二車単,3-4,2650,7
2026-03-27,61,2,RH3,三連複,3=4=7,420,1
2026-03-27,61,2,RT3,三連単,3-4-7,4530,10
2026-03-27,61,2,W,ワイド,3=4,340,5
2026-03-27,61,2,W,ワイド,3=7,110,1
2026-03-27,61,2,W,ワイド,4=7,500,10
2026-03-27,61,3,SH2,二車複,1=7,100,1
2026-03-27,61,3,ST2,二車単,1-7,180,1
2026-03-27,61,3,RH3,三連複,1=2=7,260,1
2026-03-27,61,3,RT3,三連単,1-7-2,360,1
2026-03-27,61,3,W,ワイド,1=7,100,1
2026-03-27,61,3,W,ワイド,1=2,250,5
2026-03-27,61,3,W,ワイド,2=7,170,2
2026-03-27,61,4,SH2,二車複,1=7,680,3
2026-03-27,61,4,ST2,二車単,7-1,760,3
2026-03-27,61,4,RH3,三連複,1=2=7,530,3
2026-03-27,61,4,RT3,三連単,7-1-2,2290,7
2026-03-27,61,4,W,ワイド,1=7,350,5
2026-03-27,61,4,W,ワイド,2=7,100,1
2026-03-27,61,4,W,ワイド,1=2,580,7
2026-03-27,61,5,SH2,二車複,1=4,250,1
2026-03-27,61,5,ST2,二車単,4-1,370,1
2026-03-27,61,5,RH3,三連複,1=4=6,1010,4
2026-03-27,61,5,RT3,三連単,4-1-6,3510,10
2026-03-27,61,5,W,ワイド,1=4,150,1
2026-03-27,61,5,W,ワイド,4=6,470,7
2026-03-27,61,5,W,ワイド,1=6,820,9
2026-03-27,61,6,SH2,二車複,4=5,220,2
2026-03-27,61,6,ST2,二車単,5-4,200,1
2026-03-27,61,6,RH3,三連複,4=5=6,140,1
2026-03-27,61,6,RT3,三連単,5-4-6,370,1
2026-03-27,61,6,W,ワイド,4=5,100,1
2026-03-27,61,6,W,ワイド,5=6,100,2
2026-03-27,61,6,W,ワイド,4=6,140,3
2026-03-27,61,7,SH2,二車複,5=7,1870,6
2026-03-27,61,7,ST2,二車単,5-7,3070,10
2026-03-27,61,7,RH3,三連複,4=5=7,2080,5
2026-03-27,61,7,RT3,三連単,5-7-4,9190,24
2026-03-27,61,7,W,ワイド,5=7,390,6
2026-03-27,61,7,W,ワイド,4=5,260,5
2026-03-27,61,7,W,ワイド,4=7,210,3
2026-03-27,61,8,SH2,二車複,1=7,270,1
2026-03-27,61,8,ST2,二車単,7-1,250,1
2026-03-27,61,8,RH3,三連複,1=6=7,750,3
